municipio_codigo;municipio_nombre;sexo;nacionalidad;poblacion_empadronada
059;Fuente el Saz de Jarama;Mujer;América Central y del Caribe;44
059;Fuente el Saz de Jarama;Mujer;América del Norte;9
059;Fuente el Saz de Jarama;Mujer;América del Sur;118
059;Fuente el Saz de Jarama;Mujer;Apátridas;0
059;Fuente el Saz de Jarama;Mujer;Asia;16
059;Fuente el Saz de Jarama;Mujer;Oceanía;1
059;Fuente el Saz de Jarama;Mujer;Otros países de América;0
059;Fuente el Saz de Jarama;Mujer;Resto de Europa;6
059;Fuente el Saz de Jarama;Mujer;Unión Europea;2881
060;Fuentidueña de Tajo;Hombre;Africa;6
060;Fuentidueña de Tajo;Hombre;América Central y del Caribe;2
060;Fuentidueña de Tajo;Hombre;América del Norte;0
060;Fuentidueña de Tajo;Hombre;América del Sur;8
060;Fuentidueña de Tajo;Hombre;Apátridas;0
060;Fuentidueña de Tajo;Hombre;Asia;4
060;Fuentidueña de Tajo;Hombre;Oceanía;0
060;Fuentidueña de Tajo;Hombre;Otros países de América;0
060;Fuentidueña de Tajo;Hombre;Resto de Europa;1
060;Fuentidueña de Tajo;Hombre;Unión Europea;982
060;Fuentidueña de Tajo;Mujer;Africa;4
060;Fuentidueña de Tajo;Mujer;América Central y del Caribe;4
060;Fuentidueña de Tajo;Mujer;América del Norte;0
060;Fuentidueña de Tajo;Mujer;América del Sur;18
060;Fuentidueña de Tajo;Mujer;Apátridas;0
060;Fuentidueña de Tajo;Mujer;Asia;4
060;Fuentidueña de Tajo;Mujer;Oceanía;0
060;Fuentidueña de Tajo;Mujer;Otros países de América;0
060;Fuentidueña de Tajo;Mujer;Resto de Europa;3
060;Fuentidueña de Tajo;Mujer;Unión Europea;944
061;Galapagar;Hombre;Africa;750
061;Galapagar;Hombre;América Central y del Caribe;73
061;Galapagar;Hombre;América del Norte;16
061;Galapagar;Hombre;América del Sur;628
061;Galapagar;Hombre;Apátridas;1
061;Galapagar;Hombre;Asia;76
061;Galapagar;Hombre;Oceanía;1
061;Galapagar;Hombre;Otros países de América;0
061;Galapagar;Hombre;Resto de Europa;93
061;Galapagar;Hombre;Unión Europea;14510
061;Galapagar;Mujer;Africa;618
061;Galapagar;Mujer;América Central y del Caribe;190
061;Galapagar;Mujer;América del Norte;76
061;Galapagar;Mujer;América del Sur;825
061;Galapagar;Mujer;Apátridas;1
061;Galapagar;Mujer;Asia;78
061;Galapagar;Mujer;Oceanía;1
061;Galapagar;Mujer;Otros países de América;0
061;Galapagar;Mujer;Resto de Europa;136
061;Galapagar;Mujer;Unión Europea;14830
062;Garganta de los Montes;Hombre;Africa;2
062;Garganta de los Montes;Hombre;América Central y del Caribe;0
062;Garganta de los Montes;Hombre;América del Norte;0
062;Garganta de los Montes;Hombre;América del Sur;1
062;Garganta de los Montes;Hombre;Apátridas;0
062;Garganta de los Montes;Hombre;Asia;0
062;Garganta de los Montes;Hombre;Oceanía;0
062;Garganta de los Montes;Hombre;Otros países de América;0
062;Garganta de los Montes;Hombre;Resto de Europa;0
062;Garganta de los Montes;Hombre;Unión Europea;178
062;Garganta de los Montes;Mujer;Africa;2
062;Garganta de los Montes;Mujer;América Central y del Caribe;0
062;Garganta de los Montes;Mujer;América del Norte;0
062;Garganta de los Montes;Mujer;América del Sur;1
062;Garganta de los Montes;Mujer;Apátridas;0
062;Garganta de los Montes;Mujer;Asia;0
062;Garganta de los Montes;Mujer;Oceanía;0
062;Garganta de los Montes;Mujer;Otros países de América;0
062;Garganta de los Montes;Mujer;Resto de Europa;0
062;Garganta de los Montes;Mujer;Unión Europea;147
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Africa;3
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;América Central y del Caribe;1
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;América del Norte;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;América del Sur;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Apátridas;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Asia;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Oceanía;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Otros países de América;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Resto de Europa;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Unión Europea;172
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Africa;2
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;América Central y del Caribe;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;América del Norte;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;América del Sur;5
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Apátridas;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Asia;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Oceanía;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Otros países de América;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Resto de Europa;1
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Unión Europea;131
064;Gascones;Hombre;Africa;0
064;Gascones;Hombre;América Central y del Caribe;0
064;Gascones;Hombre;América del Norte;0
064;Gascones;Hombre;América del Sur;1
064;Gascones;Hombre;Apátridas;0
064;Gascones;Hombre;Asia;0
064;Gascones;Hombre;Oceanía;0
064;Gascones;Hombre;Otros países de América;0
064;Gascones;Hombre;Resto de Europa;0
064;Gascones;Hombre;Unión Europea;104
064;Gascones;Mujer;Africa;0
064;Gascones;Mujer;América Central y del Caribe;0
064;Gascones;Mujer;América del Norte;0
064;Gascones;Mujer;América del Sur;2
064;Gascones;Mujer;Apátridas;0
064;Gascones;Mujer;Asia;0
064;Gascones;Mujer;Oceanía;0
064;Gascones;Mujer;Otros países de América;0
064;Gascones;Mujer;Resto de Europa;0
064;Gascones;Mujer;Unión Europea;69
065;Getafe;Hombre;Africa;2307
065;Getafe;Hombre;América Central y del Caribe;390
065;Getafe;Hombre;América del Norte;71
065;Getafe;Hombre;América del Sur;2312
065;Getafe;Hombre;Apátridas;6
065;Getafe;Hombre;Asia;1284
065;Getafe;Hombre;Oceanía;18
065;Getafe;Hombre;Otros países de América;0
065;Getafe;Hombre;Resto de Europa;750
065;Getafe;Hombre;Unión Europea;80154
065;Getafe;Mujer;Africa;1833
065;Getafe;Mujer;América Central y del Caribe;663
065;Getafe;Mujer;América del Norte;117
065;Getafe;Mujer;América del Sur;2748
065;Getafe;Mujer;Apátridas;2
065;Getafe;Mujer;Asia;1304
065;Getafe;Mujer;Oceanía;4
065;Getafe;Mujer;Otros países de América;0
065;Getafe;Mujer;Resto de Europa;927
065;Getafe;Mujer;Unión Europea;83398
066;Griñón;Hombre;Africa;97
066;Griñón;Hombre;América Central y del Caribe;7
066;Griñón;Hombre;América del Norte;1
066;Griñón;Hombre;América del Sur;43
066;Griñón;Hombre;Apátridas;0
066;Griñón;Hombre;Asia;47
066;Griñón;Hombre;Oceanía;0
066;Griñón;Hombre;Otros países de América;0
066;Griñón;Hombre;Resto de Europa;7
066;Griñón;Hombre;Unión Europea;4799
066;Griñón;Mujer;Africa;70
066;Griñón;Mujer;América Central y del Caribe;16
066;Griñón;Mujer;América del Norte;5
066;Griñón;Mujer;América del Sur;54
066;Griñón;Mujer;Apátridas;0
066;Griñón;Mujer;Asia;49
066;Griñón;Mujer;Oceanía;0
066;Griñón;Mujer;Otros países de América;0
066;Griñón;Mujer;Resto de Europa;10
066;Griñón;Mujer;Unión Europea;4855
067;Guadalix de la Sierra;Hombre;Africa;167
067;Guadalix de la Sierra;Hombre;América Central y del Caribe;13
067;Guadalix de la Sierra;Hombre;América del Norte;2
067;Guadalix de la Sierra;Hombre;América del Sur;34
067;Guadalix de la Sierra;Hombre;Apátridas;0
067;Guadalix de la Sierra;Hombre;Asia;16
067;Guadalix de la Sierra;Hombre;Oceanía;1
067;Guadalix de la Sierra;Hombre;Otros países de América;0
067;Guadalix de la Sierra;Hombre;Resto de Europa;14
067;Guadalix de la Sierra;Hombre;Unión Europea;2781
067;Guadalix de la Sierra;Mujer;Africa;139
067;Guadalix de la Sierra;Mujer;América Central y del Caribe;30
067;Guadalix de la Sierra;Mujer;América del Norte;3
067;Guadalix de la Sierra;Mujer;América del Sur;59
067;Guadalix de la Sierra;Mujer;Apátridas;0
067;Guadalix de la Sierra;Mujer;Asia;17
067;Guadalix de la Sierra;Mujer;Oceanía;0
067;Guadalix de la Sierra;Mujer;Otros países de América;0
067;Guadalix de la Sierra;Mujer;Resto de Europa;21
067;Guadalix de la Sierra;Mujer;Unión Europea;2752
068;Guadarrama;Hombre;Africa;227
068;Guadarrama;Hombre;América Central y del Caribe;27
068;Guadarrama;Hombre;América del Norte;9
068;Guadarrama;Hombre;América del Sur;142
068;Guadarrama;Hombre;Apátridas;1
068;Guadarrama;Hombre;Asia;27
068;Guadarrama;Hombre;Oceanía;0
068;Guadarrama;Hombre;Otros países de América;0
068;Guadarrama;Hombre;Resto de Europa;32
068;Guadarrama;Hombre;Unión Europea;7221
068;Guadarrama;Mujer;Africa;206
068;Guadarrama;Mujer;América Central y del Caribe;43
068;Guadarrama;Mujer;América del Norte;10
068;Guadarrama;Mujer;América del Sur;197
068;Guadarrama;Mujer;Apátridas;0
068;Guadarrama;Mujer;Asia;36
068;Guadarrama;Mujer;Oceanía;0
068;Guadarrama;Mujer;Otros países de América;0
068;Guadarrama;Mujer;Resto de Europa;51
068;Guadarrama;Mujer;Unión Europea;7391
069;Hiruela (La);Hombre;Africa;0
069;Hiruela (La);Hombre;América Central y del Caribe;0
069;Hiruela (La);Hombre;América del Norte;0
069;Hiruela (La);Hombre;América del Sur;0
069;Hiruela (La);Hombre;Apátridas;0
069;Hiruela (La);Hombre;Asia;0
069;Hiruela (La);Hombre;Oceanía;0
069;Hiruela (La);Hombre;Otros países de América;0
069;Hiruela (La);Hombre;Resto de Europa;0
069;Hiruela (La);Hombre;Unión Europea;33
069;Hiruela (La);Mujer;Africa;0
069;Hiruela (La);Mujer;América Central y del Caribe;0
069;Hiruela (La);Mujer;América del Norte;0
069;Hiruela (La);Mujer;América del Sur;0
069;Hiruela (La);Mujer;Apátridas;0
069;Hiruela (La);Mujer;Asia;0
069;Hiruela (La);Mujer;Oceanía;0
069;Hiruela (La);Mujer;Otros países de América;0
069;Hiruela (La);Mujer;Resto de Europa;0
069;Hiruela (La);Mujer;Unión Europea;19
070;Horcajo de la Sierra-Aoslos;Hombre;Africa;1
070;Horcajo de la Sierra-Aoslos;Hombre;América Central y del Caribe;0
070;Horcajo de la Sierra-Aoslos;Hombre;América del Norte;0
070;Horcajo de la Sierra-Aoslos;Hombre;América del Sur;0
070;Horcajo de la Sierra-Aoslos;Hombre;Apátridas;0
070;Horcajo de la Sierra-Aoslos;Hombre;Asia;0
070;Horcajo de la Sierra-Aoslos;Hombre;Oceanía;0
070;Horcajo de la Sierra-Aoslos;Hombre;Otros países de América;0
070;Horcajo de la Sierra-Aoslos;Hombre;Resto de Europa;0
070;Horcajo de la Sierra-Aoslos;Hombre;Unión Europea;77
070;Horcajo de la Sierra-Aoslos;Mujer;Africa;0
070;Horcajo de la Sierra-Aoslos;Mujer;América Central y del Caribe;0
070;Horcajo de la Sierra-Aoslos;Mujer;América del Norte;0
070;Horcajo de la Sierra-Aoslos;Mujer;América del Sur;0
070;Horcajo de la Sierra-Aoslos;Mujer;Apátridas;0
070;Horcajo de la Sierra-Aoslos;Mujer;Asia;0
070;Horcajo de la Sierra-Aoslos;Mujer;Oceanía;0
070;Horcajo de la Sierra-Aoslos;Mujer;Otros países de América;0
070;Horcajo de la Sierra-Aoslos;Mujer;Resto de Europa;0
070;Horcajo de la Sierra-Aoslos;Mujer;Unión Europea;64
071;Horcajuelo de la Sierra;Hombre;Africa;0
071;Horcajuelo de la Sierra;Hombre;América Central y del Caribe;0
071;Horcajuelo de la Sierra;Hombre;América del Norte;0
071;Horcajuelo de la Sierra;Hombre;América del Sur;0
071;Horcajuelo de la Sierra;Hombre;Apátridas;0
071;Horcajuelo de la Sierra;Hombre;Asia;0
071;Horcajuelo de la Sierra;Hombre;Oceanía;0
071;Horcajuelo de la Sierra;Hombre;Otros países de América;0
071;Horcajuelo de la Sierra;Hombre;Resto de Europa;1
071;Horcajuelo de la Sierra;Hombre;Unión Europea;42
071;Horcajuelo de la Sierra;Mujer;Africa;0
071;Horcajuelo de la Sierra;Mujer;América Central y del Caribe;0
071;Horcajuelo de la Sierra;Mujer;América del Norte;0
071;Horcajuelo de la Sierra;Mujer;América del Sur;1
071;Horcajuelo de la Sierra;Mujer;Apátridas;0
071;Horcajuelo de la Sierra;Mujer;Asia;0
071;Horcajuelo de la Sierra;Mujer;Oceanía;0
071;Horcajuelo de la Sierra;Mujer;Otros países de América;0
071;Horcajuelo de la Sierra;Mujer;Resto de Europa;0
071;Horcajuelo de la Sierra;Mujer;Unión Europea;44
072;Hoyo de Manzanares;Hombre;Africa;102
072;Hoyo de Manzanares;Hombre;América Central y del Caribe;16
072;Hoyo de Manzanares;Hombre;América del Norte;13
072;Hoyo de Manzanares;Hombre;América del Sur;116
072;Hoyo de Manzanares;Hombre;Apátridas;1
072;Hoyo de Manzanares;Hombre;Asia;5
072;Hoyo de Manzanares;Hombre;Oceanía;0
072;Hoyo de Manzanares;Hombre;Otros países de América;0
072;Hoyo de Manzanares;Hombre;Resto de Europa;7
072;Hoyo de Manzanares;Hombre;Unión Europea;3779
072;Hoyo de Manzanares;Mujer;Africa;78
072;Hoyo de Manzanares;Mujer;América Central y del Caribe;27
072;Hoyo de Manzanares;Mujer;América del Norte;15
072;Hoyo de Manzanares;Mujer;América del Sur;134
072;Hoyo de Manzanares;Mujer;Apátridas;0
072;Hoyo de Manzanares;Mujer;Asia;8
072;Hoyo de Manzanares;Mujer;Oceanía;0
072;Hoyo de Manzanares;Mujer;Otros países de América;0
072;Hoyo de Manzanares;Mujer;Resto de Europa;15
072;Hoyo de Manzanares;Mujer;Unión Europea;3716
073;Humanes de Madrid;Hombre;Africa;712
073;Humanes de Madrid;Hombre;América Central y del Caribe;36
073;Humanes de Madrid;Hombre;América del Norte;4
073;Humanes de Madrid;Hombre;América del Sur;132
073;Humanes de Madrid;Hombre;Apátridas;0
073;Humanes de Madrid;Hombre;Asia;117
073;Humanes de Madrid;Hombre;Oceanía;0
073;Humanes de Madrid;Hombre;Otros países de América;0
073;Humanes de Madrid;Hombre;Resto de Europa;38
073;Humanes de Madrid;Hombre;Unión Europea;8820
073;Humanes de Madrid;Mujer;Africa;560
073;Humanes de Madrid;Mujer;América Central y del Caribe;49
073;Humanes de Madrid;Mujer;América del Norte;5
073;Humanes de Madrid;Mujer;América del Sur;159
073;Humanes de Madrid;Mujer;Apátridas;0
073;Humanes de Madrid;Mujer;Asia;103
073;Humanes de Madrid;Mujer;Oceanía;0
073;Humanes de Madrid;Mujer;Otros países de América;0
073;Humanes de Madrid;Mujer;Resto de Europa;36
073;Humanes de Madrid;Mujer;Unión Europea;8836
074;Leganés;Hombre;Africa;2378
074;Leganés;Hombre;América Central y del Caribe;409
074;Leganés;Hombre;América del Norte;60
074;Leganés;Hombre;América del Sur;2133
074;Leganés;Hombre;Apátridas;4
074;Leganés;Hombre;Asia;669
074;Leganés;Hombre;Oceanía;1
074;Leganés;Hombre;Otros países de América;0
074;Leganés;Hombre;Resto de Europa;631
074;Leganés;Hombre;Unión Europea;85055
074;Leganés;Mujer;Africa;1918
074;Leganés;Mujer;América Central y del Caribe;665
074;Leganés;Mujer;América del Norte;60
074;Leganés;Mujer;América del Sur;2315
074;Leganés;Mujer;Apátridas;2
074;Leganés;Mujer;Asia;589
074;Leganés;Mujer;Oceanía;5
074;Leganés;Mujer;Otros países de América;0
074;Leganés;Mujer;Resto de Europa;784
074;Leganés;Mujer;Unión Europea;90042
075;Loeches;Hombre;Africa;102
075;Loeches;Hombre;América Central y del Caribe;17
075;Loeches;Hombre;América del Norte;18
075;Loeches;Hombre;América del Sur;49
075;Loeches;Hombre;Apátridas;0
075;Loeches;Hombre;Asia;23
075;Loeches;Hombre;Oceanía;2
075;Loeches;Hombre;Otros países de América;0
075;Loeches;Hombre;Resto de Europa;4
075;Loeches;Hombre;Unión Europea;4089
075;Loeches;Mujer;Africa;83
075;Loeches;Mujer;América Central y del Caribe;18
075;Loeches;Mujer;América del Norte;23
075;Loeches;Mujer;América del Sur;76
075;Loeches;Mujer;Apátridas;0
075;Loeches;Mujer;Asia;17
075;Loeches;Mujer;Oceanía;0
075;Loeches;Mujer;Otros países de América;0
075;Loeches;Mujer;Resto de Europa;8
075;Loeches;Mujer;Unión Europea;3996
076;Lozoya;Hombre;Africa;1
076;Lozoya;Hombre;América Central y del Caribe;0
076;Lozoya;Hombre;América del Norte;1
076;Lozoya;Hombre;América del Sur;1
076;Lozoya;Hombre;Apátridas;0
076;Lozoya;Hombre;Asia;0
076;Lozoya;Hombre;Oceanía;0
076;Lozoya;Hombre;Otros países de América;0
076;Lozoya;Hombre;Resto de Europa;0
076;Lozoya;Hombre;Unión Europea;289
076;Lozoya;Mujer;Africa;0
076;Lozoya;Mujer;América Central y del Caribe;1
076;Lozoya;Mujer;América del Norte;0
076;Lozoya;Mujer;América del Sur;4
076;Lozoya;Mujer;Apátridas;0
076;Lozoya;Mujer;Asia;0
076;Lozoya;Mujer;Oceanía;0
076;Lozoya;Mujer;Otros países de América;0
076;Lozoya;Mujer;Resto de Europa;0
076;Lozoya;Mujer;Unión Europea;262
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Africa;24
901;Lozoyuela-Navas-Sieteiglesias;Hombre;América Central y del Caribe;3
901;Lozoyuela-Navas-Sieteiglesias;Hombre;América del Norte;1
901;Lozoyuela-Navas-Sieteiglesias;Hombre;América del Sur;4
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Apátridas;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Asia;1
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Oceanía;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Otros países de América;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Resto de Europa;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Unión Europea;616
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Africa;12
901;Lozoyuela-Navas-Sieteiglesias;Mujer;América Central y del Caribe;1
901;Lozoyuela-Navas-Sieteiglesias;Mujer;América del Norte;1
901;Lozoyuela-Navas-Sieteiglesias;Mujer;América del Sur;4
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Apátridas;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Asia;1
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Oceanía;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Otros países de América;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Resto de Europa;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Unión Europea;569
078;Madarcos;Hombre;Africa;0
078;Madarcos;Hombre;América Central y del Caribe;0
078;Madarcos;Hombre;América del Norte;0
078;Madarcos;Hombre;América del Sur;1
078;Madarcos;Hombre;Apátridas;0
078;Madarcos;Hombre;Asia;0
078;Madarcos;Hombre;Oceanía;0
078;Madarcos;Hombre;Otros países de América;0
078;Madarcos;Hombre;Resto de Europa;0
078;Madarcos;Hombre;Unión Europea;28
078;Madarcos;Mujer;Africa;0
078;Madarcos;Mujer;América Central y del Caribe;0
078;Madarcos;Mujer;América del Norte;0
078;Madarcos;Mujer;América del Sur;0
078;Madarcos;Mujer;Apátridas;0
078;Madarcos;Mujer;Asia;0
078;Madarcos;Mujer;Oceanía;0
078;Madarcos;Mujer;Otros países de América;0
078;Madarcos;Mujer;Resto de Europa;0
078;Madarcos;Mujer;Unión Europea;17
079;Madrid;Hombre;Africa;19588
079;Madrid;Hombre;América Central y del Caribe;14965
079;Madrid;Hombre;América del Norte;5125
079;Madrid;Hombre;América del Sur;54398
079;Madrid;Hombre;Apátridas;41
079;Madrid;Hombre;Asia;31001
079;Madrid;Hombre;Oceanía;168
079;Madrid;Hombre;Otros países de América;0
079;Madrid;Hombre;Resto de Europa;6297
079;Madrid;Hombre;Unión Europea;1349017
079;Madrid;Mujer;Africa;14302
079;Madrid;Mujer;América Central y del Caribe;25151
079;Madrid;Mujer;América del Norte;6829
079;Madrid;Mujer;América del Sur;67281
079;Madrid;Mujer;Apátridas;7
079;Madrid;Mujer;Asia;31470
079;Madrid;Mujer;Oceanía;172
079;Madrid;Mujer;Otros países de América;0
079;Madrid;Mujer;Resto de Europa;10235
079;Madrid;Mujer;Unión Europea;1546934
080;Majadahonda;Hombre;Africa;327
080;Majadahonda;Hombre;América Central y del Caribe;227
080;Majadahonda;Hombre;América del Norte;95
080;Majadahonda;Hombre;América del Sur;1264
080;Majadahonda;Hombre;Apátridas;1
080;Majadahonda;Hombre;Asia;269
080;Majadahonda;Hombre;Oceanía;3
080;Majadahonda;Hombre;Otros países de América;0
080;Majadahonda;Hombre;Resto de Europa;50
080;Majadahonda;Hombre;Unión Europea;31574
080;Majadahonda;Mujer;Africa;263
080;Majadahonda;Mujer;América Central y del Caribe;677
080;Majadahonda;Mujer;América del Norte;159
080;Majadahonda;Mujer;América del Sur;1790
080;Majadahonda;Mujer;Apátridas;5
080;Majadahonda;Mujer;Asia;367
080;Majadahonda;Mujer;Oceanía;2
080;Majadahonda;Mujer;Otros países de América;0
080;Majadahonda;Mujer;Resto de Europa;122
080;Majadahonda;Mujer;Unión Europea;34104
082;Manzanares el Real;Hombre;Africa;105
082;Manzanares el Real;Hombre;América Central y del Caribe;12
082;Manzanares el Real;Hombre;América del Norte;6
082;Manzanares el Real;Hombre;América del Sur;117
082;Manzanares el Real;Hombre;Apátridas;0
082;Manzanares el Real;Hombre;Asia;14
082;Manzanares el Real;Hombre;Oceanía;1
082;Manzanares el Real;Hombre;Otros países de América;0
082;Manzanares el Real;Hombre;Resto de Europa;21
082;Manzanares el Real;Hombre;Unión Europea;4032
082;Manzanares el Real;Mujer;Africa;75
082;Manzanares el Real;Mujer;América Central y del Caribe;14
082;Manzanares el Real;Mujer;América del Norte;9
082;Manzanares el Real;Mujer;América del Sur;139
082;Manzanares el Real;Mujer;Apátridas;0
082;Manzanares el Real;Mujer;Asia;11
082;Manzanares el Real;Mujer;Oceanía;0
082;Manzanares el Real;Mujer;Otros países de América;0
082;Manzanares el Real;Mujer;Resto de Europa;32
082;Manzanares el Real;Mujer;Unión Europea;3912
083;Meco;Hombre;Africa;64
083;Meco;Hombre;América Central y del Caribe;16
083;Meco;Hombre;América del Norte;8
083;Meco;Hombre;América del Sur;81
083;Meco;Hombre;Apátridas;0
083;Meco;Hombre;Asia;41
083;Meco;Hombre;Oceanía;0
083;Meco;Hombre;Otros países de América;0
083;Meco;Hombre;Resto de Europa;40
083;Meco;Hombre;Unión Europea;6609
083;Meco;Mujer;Africa;60
083;Meco;Mujer;América Central y del Caribe;14
083;Meco;Mujer;América del Norte;14
083;Meco;Mujer;América del Sur;92
083;Meco;Mujer;Apátridas;1
083;Meco;Mujer;Asia;45
083;Meco;Mujer;Oceanía;0
083;Meco;Mujer;Otros países de América;0
083;Meco;Mujer;Resto de Europa;38
083;Meco;Mujer;Unión Europea;6447
084;Mejorada del Campo;Hombre;Africa;110
084;Mejorada del Campo;Hombre;América Central y del Caribe;26
084;Mejorada del Campo;Hombre;América del Norte;10
084;Mejorada del Campo;Hombre;América del Sur;120
084;Mejorada del Campo;Hombre;Apátridas;0
084;Mejorada del Campo;Hombre;Asia;56
084;Mejorada del Campo;Hombre;Oceanía;1
084;Mejorada del Campo;Hombre;Otros países de América;0
084;Mejorada del Campo;Hombre;Resto de Europa;10
084;Mejorada del Campo;Hombre;Unión Europea;11112
084;Mejorada del Campo;Mujer;Africa;126
084;Mejorada del Campo;Mujer;América Central y del Caribe;56
084;Mejorada del Campo;Mujer;América del Norte;8
084;Mejorada del Campo;Mujer;América del Sur;144
084;Mejorada del Campo;Mujer;Apátridas;0
084;Mejorada del Campo;Mujer;Asia;45
084;Mejorada del Campo;Mujer;Oceanía;0
084;Mejorada del Campo;Mujer;Otros países de América;0
084;Mejorada del Campo;Mujer;Resto de Europa;18
084;Mejorada del Campo;Mujer;Unión Europea;11106
085;Miraflores de la Sierra;Hombre;Africa;175
085;Miraflores de la Sierra;Hombre;América Central y del Caribe;22
085;Miraflores de la Sierra;Hombre;América del Norte;2
085;Miraflores de la Sierra;Hombre;América del Sur;45
085;Miraflores de la Sierra;Hombre;Apátridas;0
085;Miraflores de la Sierra;Hombre;Asia;6
085;Miraflores de la Sierra;Hombre;Oceanía;0
085;Miraflores de la Sierra;Hombre;Otros países de América;0
085;Miraflores de la Sierra;Hombre;Resto de Europa;18
085;Miraflores de la Sierra;Hombre;Unión Europea;2729
085;Miraflores de la Sierra;Mujer;Africa;123
085;Miraflores de la Sierra;Mujer;América Central y del Caribe;34
085;Miraflores de la Sierra;Mujer;América del Norte;3
085;Miraflores de la Sierra;Mujer;América del Sur;75
085;Miraflores de la Sierra;Mujer;Apátridas;0
085;Miraflores de la Sierra;Mujer;Asia;5
085;Miraflores de la Sierra;Mujer;Oceanía;1
085;Miraflores de la Sierra;Mujer;Otros países de América;0
085;Miraflores de la Sierra;Mujer;Resto de Europa;21
085;Miraflores de la Sierra;Mujer;Unión Europea;2558
086;Molar (El);Hombre;Africa;161
086;Molar (El);Hombre;América Central y del Caribe;38
086;Molar (El);Hombre;América del Norte;2
086;Molar (El);Hombre;América del Sur;134
086;Molar (El);Hombre;Apátridas;0
086;Molar (El);Hombre;Asia;39
086;Molar (El);Hombre;Oceanía;0
086;Molar (El);Hombre;Otros países de América;0
086;Molar (El);Hombre;Resto de Europa;49
086;Molar (El);Hombre;Unión Europea;3856
086;Molar (El);Mujer;Africa;150
086;Molar (El);Mujer;América Central y del Caribe;57
086;Molar (El);Mujer;América del Norte;5
086;Molar (El);Mujer;América del Sur;164
086;Molar (El);Mujer;Apátridas;0
086;Molar (El);Mujer;Asia;32
086;Molar (El);Mujer;Oceanía;0
086;Molar (El);Mujer;Otros países de América;0
086;Molar (El);Mujer;Resto de Europa;64
086;Molar (El);Mujer;Unión Europea;3740
087;Molinos (Los);Hombre;Africa;70
087;Molinos (Los);Hombre;América Central y del Caribe;3
087;Molinos (Los);Hombre;América del Norte;2
087;Molinos (Los);Hombre;América del Sur;22
087;Molinos (Los);Hombre;Apátridas;0
087;Molinos (Los);Hombre;Asia;5
087;Molinos (Los);Hombre;Oceanía;0
087;Molinos (Los);Hombre;Otros países de América;0
087;Molinos (Los);Hombre;Resto de Europa;0
087;Molinos (Los);Hombre;Unión Europea;2043
087;Molinos (Los);Mujer;Africa;45
087;Molinos (Los);Mujer;América Central y del Caribe;4
087;Molinos (Los);Mujer;América del Norte;4
087;Molinos (Los);Mujer;América del Sur;37
087;Molinos (Los);Mujer;Apátridas;0
087;Molinos (Los);Mujer;Asia;9
087;Molinos (Los);Mujer;Oceanía;0
087;Molinos (Los);Mujer;Otros países de América;0
087;Molinos (Los);Mujer;Resto de Europa;7
087;Molinos (Los);Mujer;Unión Europea;2094
088;Montejo de la Sierra;Hombre;Africa;3
088;Montejo de la Sierra;Hombre;América Central y del Caribe;0
088;Montejo de la Sierra;Hombre;América del Norte;0
088;Montejo de la Sierra;Hombre;América del Sur;2
088;Montejo de la Sierra;Hombre;Apátridas;0
088;Montejo de la Sierra;Hombre;Asia;0
088;Montejo de la Sierra;Hombre;Oceanía;0
088;Montejo de la Sierra;Hombre;Otros países de América;0
088;Montejo de la Sierra;Hombre;Resto de Europa;0
