COUB,Country of birth,FBORN,Place of birth,EDU,Education level,LFS,Labour force status,SEX,Sex,COU,Country of residence,Value,Flag Codes,Flags
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_LFS,All labour force status,2,Women,AUS,Australia,242908,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_LFS,All labour force status,1,Men,AUS,Australia,241734,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,484642,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,1,Employed,2,Women,AUS,Australia,70838,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,1,Employed,1,Men,AUS,Australia,69658,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,1,Employed,ALL_SEX,Men and women,AUS,Australia,140496,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,2,Unemployed,2,Women,AUS,Australia,6411,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,2,Unemployed,1,Men,AUS,Australia,7731,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,14142,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,3,Inactive,2,Women,AUS,Australia,112583,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,3,Inactive,1,Men,AUS,Australia,73051,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,3,Inactive,ALL_SEX,Men and women,AUS,Australia,185634,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,99,Unknown labour force status,2,Women,AUS,Australia,26734,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,99,Unknown labour force status,1,Men,AUS,Australia,18163,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,44897,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_LFS,All labour force status,2,Women,AUS,Australia,216566,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_LFS,All labour force status,1,Men,AUS,Australia,168603,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,385169,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,1,Employed,2,Women,AUS,Australia,178357,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,1,Employed,1,Men,AUS,Australia,149192,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,1,Employed,ALL_SEX,Men and women,AUS,Australia,327549,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,2,Unemployed,2,Women,AUS,Australia,11693,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,2,Unemployed,1,Men,AUS,Australia,16420,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,28113,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,3,Inactive,2,Women,AUS,Australia,240269,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,3,Inactive,1,Men,AUS,Australia,140374,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,3,Inactive,ALL_SEX,Men and women,AUS,Australia,380643,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,99,Unknown labour force status,2,Women,AUS,Australia,61465,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,99,Unknown labour force status,1,Men,AUS,Australia,35902,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,97367,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_LFS,All labour force status,2,Women,AUS,Australia,491784,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_LFS,All labour force status,1,Men,AUS,Australia,341888,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,833672,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,1,Employed,2,Women,AUS,Australia,257498,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,1,Employed,1,Men,AUS,Australia,228136,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,1,Employed,ALL_SEX,Men and women,AUS,Australia,485634,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,2,Unemployed,2,Women,AUS,Australia,18988,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,2,Unemployed,1,Men,AUS,Australia,25727,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,44715,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,3,Inactive,2,Women,AUS,Australia,376466,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,3,Inactive,1,Men,AUS,Australia,230124,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,3,Inactive,ALL_SEX,Men and women,AUS,Australia,606590,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,99,Unknown labour force status,2,Women,AUS,Australia,298306,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,99,Unknown labour force status,1,Men,AUS,Australia,268238,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,566544,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_LFS,All labour force status,2,Women,AUS,Australia,951258,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_LFS,All labour force status,1,Men,AUS,Australia,752225,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,1703483,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,1,Employed,2,Women,AUS,Australia,23726,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,1,Employed,1,Men,AUS,Australia,27986,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,1,Employed,ALL_SEX,Men and women,AUS,Australia,51712,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,2,Unemployed,2,Women,AUS,Australia,2967,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,2,Unemployed,1,Men,AUS,Australia,5658,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,8625,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,3,Inactive,2,Women,AUS,Australia,48482,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,3,Inactive,1,Men,AUS,Australia,32645,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,AUS,Australia,81127,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,99,Unknown labour force status,2,Women,AUS,Australia,2202,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,99,Unknown labour force status,1,Men,AUS,Australia,1443,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,3645,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,AUS,Australia,77377,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,AUS,Australia,67732,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,145109,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,1,Employed,2,Women,AUS,Australia,266342,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,1,Employed,1,Men,AUS,Australia,277490,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,1,Employed,ALL_SEX,Men and women,AUS,Australia,543832,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,2,Unemployed,2,Women,AUS,Australia,28679,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,2,Unemployed,1,Men,AUS,Australia,37306,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,65985,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,2,Women,AUS,Australia,531021,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,1,Men,AUS,Australia,284662,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,AUS,Australia,815683,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,99,Unknown labour force status,2,Women,AUS,Australia,7084,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,99,Unknown labour force status,1,Men,AUS,Australia,4161,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,11245,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,AUS,Australia,833126,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,AUS,Australia,603619,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,1436745,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,1,Employed,2,Women,AUS,Australia,1095376,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,1,Employed,1,Men,AUS,Australia,1048968,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,1,Employed,ALL_SEX,Men and women,AUS,Australia,2144344,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,2,Unemployed,2,Women,AUS,Australia,101075,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,2,Unemployed,1,Men,AUS,Australia,146588,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,247663,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,3,Inactive,2,Women,AUS,Australia,1409234,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,3,Inactive,1,Men,AUS,Australia,732183,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,AUS,Australia,2141417,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,99,Unknown labour force status,2,Women,AUS,Australia,19253,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,99,Unknown labour force status,1,Men,AUS,Australia,10256,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,29509,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,AUS,Australia,2624938,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,AUS,Australia,1937995,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,4562933,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,1,Employed,2,Women,AUS,Australia,1385444,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,1,Employed,1,Men,AUS,Australia,1354444,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,1,Employed,ALL_SEX,Men and women,AUS,Australia,2739888,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,2,Unemployed,2,Women,AUS,Australia,132721,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,2,Unemployed,1,Men,AUS,Australia,189552,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,322273,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3,Inactive,2,Women,AUS,Australia,1988737,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3,Inactive,1,Men,AUS,Australia,1049490,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,AUS,Australia,3038227,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,99,Unknown labour force status,2,Women,AUS,Australia,28539,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,99,Unknown labour force status,1,Men,AUS,Australia,15860,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,44399,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,AUS,Australia,3535441,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,AUS,Australia,2609346,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,6144787,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,2,Women,AUS,Australia,13344,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,1,Men,AUS,Australia,11746,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,ALL_SEX,Men and women,AUS,Australia,25090,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,2,Women,AUS,Australia,744,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,1,Men,AUS,Australia,865,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,1609,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,2,Women,AUS,Australia,5124,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,1,Men,AUS,Australia,3332,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,ALL_SEX,Men and women,AUS,Australia,8456,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,2,Women,AUS,Australia,216,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,1,Men,AUS,Australia,160,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,376,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Women,AUS,Australia,19428,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,Men,AUS,Australia,16103,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,35531,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,1,Employed,2,Women,AUS,Australia,304999,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,1,Employed,1,Men,AUS,Australia,345568,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,1,Employed,ALL_SEX,Men and women,AUS,Australia,650567,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,2,Women,AUS,Australia,17947,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,1,Men,AUS,Australia,21153,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,39100,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,2,Women,AUS,Australia,126971,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,1,Men,AUS,Australia,78002,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,ALL_SEX,Men and women,AUS,Australia,204973,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,99,Unknown labour force status,2,Women,AUS,Australia,1340,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,99,Unknown labour force status,1,Men,AUS,Australia,869,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,2209,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Women,AUS,Australia,451257,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,Men,AUS,Australia,445592,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,896849,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,1,Employed,2,Women,AUS,Australia,808610,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,1,Employed,1,Men,AUS,Australia,711329,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,1,Employed,ALL_SEX,Men and women,AUS,Australia,1519939,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,2,Unemployed,2,Women,AUS,Australia,20101,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,2,Unemployed,1,Men,AUS,Australia,22070,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,42171,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,3,Inactive,2,Women,AUS,Australia,206997,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,3,Inactive,1,Men,AUS,Australia,107458,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,3,Inactive,ALL_SEX,Men and women,AUS,Australia,314455,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,99,Unknown labour force status,2,Women,AUS,Australia,1524,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,99,Unknown labour force status,1,Men,AUS,Australia,803,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,2327,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Women,AUS,Australia,1037232,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,Men,AUS,Australia,841660,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,1878892,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,2,Women,AUS,Australia,1126953,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,1,Men,AUS,Australia,1068643,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,ALL_SEX,Men and women,AUS,Australia,2195596,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,2,Women,AUS,Australia,38792,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,1,Men,AUS,Australia,44088,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,82880,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,2,Women,AUS,Australia,339092,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,1,Men,AUS,Australia,188792,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,ALL_SEX,Men and women,AUS,Australia,527884,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,99,Unknown labour force status,2,Women,AUS,Australia,3080,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,99,Unknown labour force status,1,Men,AUS,Australia,1832,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,4912,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Women,AUS,Australia,1507917,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,Men,AUS,Australia,1303355,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,2811272,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,1,Employed,2,Women,AUS,Australia,61729,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,1,Employed,1,Men,AUS,Australia,80875,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,1,Employed,ALL_SEX,Men and women,AUS,Australia,142604,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,2,Unemployed,2,Women,AUS,Australia,6070,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,2,Unemployed,1,Men,AUS,Australia,11483,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,17553,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3,Inactive,2,Women,AUS,Australia,88363,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3,Inactive,1,Men,AUS,Australia,67043,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3,Inactive,ALL_SEX,Men and women,AUS,Australia,155406,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,99,Unknown labour force status,2,Women,AUS,Australia,212976,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,99,Unknown labour force status,1,Men,AUS,Australia,216520,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,429496,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,2,Women,AUS,Australia,369138,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,1,Men,AUS,Australia,375921,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,745059,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,1,Employed,2,Women,AUS,Australia,865157,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,1,Employed,1,Men,AUS,Australia,1132444,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,1,Employed,ALL_SEX,Men and women,AUS,Australia,1997601,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,2,Unemployed,2,Women,AUS,Australia,75598,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,2,Unemployed,1,Men,AUS,Australia,105233,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,180831,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,3,Inactive,2,Women,AUS,Australia,975316,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,3,Inactive,1,Men,AUS,Australia,642026,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,3,Inactive,ALL_SEX,Men and women,AUS,Australia,1617342,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown labour force status,2,Women,AUS,Australia,37978,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown labour force status,1,Men,AUS,Australia,26602,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown labour force status,ALL_SEX,Men and women,AUS,Australia,64580,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_LFS,All labour force status,2,Women,AUS,Australia,1954049,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_LFS,All labour force status,1,Men,AUS,Australia,1906305,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_LFS,All labour force status,ALL_SEX,Men and women,AUS,Australia,3860354,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,1,Employed,2,Women,AUS,Australia,2824937,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,1,Employed,1,Men,AUS,Australia,3333464,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,1,Employed,ALL_SEX,Men and women,AUS,Australia,6158401,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,2,Unemployed,2,Women,AUS,Australia,185074,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,2,Unemployed,1,Men,AUS,Australia,277251,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,2,Unemployed,ALL_SEX,Men and women,AUS,Australia,462325,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,3,Inactive,2,Women,AUS,Australia,2175119,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,3,Inactive,1,Men,AUS,Australia,1317559,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,3,Inactive,ALL_SEX,Men and women,AUS,Australia,3492678,,
