COUB,Country of birth,FBORN,Place of birth,EDU,Education level,AGE,Age,SEX,Sex,COU,Country of residence,Value,Flag Codes,Flags
AFRI,Africa,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,399,,
AFRI,Africa,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,643,,
ASIA,Asia,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,961,,
ASIA,Asia,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,971,,
ASIA,Asia,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,1932,,
ASIA,Asia,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,961,,
ASIA,Asia,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,971,,
ASIA,Asia,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,1932,,
ASIA,Asia,1,Foreign-born,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,254,,
ASIA,Asia,1,Foreign-born,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,550,,
ASIA,Asia,1,Foreign-born,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,804,,
ASIA,Asia,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,254,,
ASIA,Asia,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,550,,
ASIA,Asia,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,804,,
ASIA,Asia,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,571,,
ASIA,Asia,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,730,,
ASIA,Asia,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,1301,,
ASIA,Asia,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,571,,
ASIA,Asia,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,730,,
ASIA,Asia,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,1301,,
ASIA,Asia,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,1444,,
ASIA,Asia,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,2479,,
ASIA,Asia,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,3923,,
ASIA,Asia,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,1444,,
ASIA,Asia,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,2479,,
ASIA,Asia,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,3923,,
ASIA,Asia,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,3230,,
ASIA,Asia,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,4730,,
ASIA,Asia,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,7960,,
ASIA,Asia,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,3230,,
ASIA,Asia,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,4730,,
ASIA,Asia,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,7960,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,3581,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,3298,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,6879,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,3581,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,3298,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,6879,,
EURO,Europe,1,Foreign-born,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,843,,
EURO,Europe,1,Foreign-born,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,1362,,
EURO,Europe,1,Foreign-born,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,2205,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,843,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,1362,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,2205,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,2012,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,2251,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,4263,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,2012,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,2251,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,4263,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,6272,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,9516,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,15788,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,6272,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,9516,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,15788,,
EURO,Europe,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,12708,,
EURO,Europe,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,16427,,
EURO,Europe,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,29135,,
EURO,Europe,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,12708,,
EURO,Europe,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,16427,,
EURO,Europe,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,29135,,
NOAM,North America,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,7127,,
NOAM,North America,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,6735,,
NOAM,North America,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,13862,,
NOAM,North America,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,7127,,
NOAM,North America,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,6735,,
NOAM,North America,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,13862,,
NOAM,North America,1,Foreign-born,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,1378,,
NOAM,North America,1,Foreign-born,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,1826,,
NOAM,North America,1,Foreign-born,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,3204,,
NOAM,North America,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,1378,,
NOAM,North America,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,1826,,
NOAM,North America,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,3204,,
NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,6971,,
NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,7804,,
NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,14775,,
NOAM,North America,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,6971,,
NOAM,North America,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,7804,,
NOAM,North America,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,14775,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,8336,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,9436,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,17772,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,8336,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,9436,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,17772,,
NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,23812,,
NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,25801,,
NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,49613,,
NOAM,North America,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,23812,,
NOAM,North America,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,25801,,
NOAM,North America,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,49613,,
OCEA,Oceania,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,42,,
OCEA,Oceania,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,29,,
OCEA,Oceania,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,71,,
OCEA,Oceania,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,42,,
OCEA,Oceania,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,29,,
OCEA,Oceania,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,71,,
OCEA,Oceania,1,Foreign-born,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,14,,
OCEA,Oceania,1,Foreign-born,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,20,,
OCEA,Oceania,1,Foreign-born,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,34,,
OCEA,Oceania,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,14,,
OCEA,Oceania,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,20,,
OCEA,Oceania,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,34,,
OCEA,Oceania,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,124,,
OCEA,Oceania,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,88,,
OCEA,Oceania,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,212,,
OCEA,Oceania,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,124,,
OCEA,Oceania,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,88,,
OCEA,Oceania,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,212,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,67,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,79,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,146,,
OCEA,Oceania,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,67,,
OCEA,Oceania,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,79,,
OCEA,Oceania,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,146,,
OCEA,Oceania,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,247,,
OCEA,Oceania,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,216,,
OCEA,Oceania,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,463,,
OCEA,Oceania,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,247,,
OCEA,Oceania,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,216,,
OCEA,Oceania,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,463,,
SCAC,South and Central America and Caribbean,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,5066,,
SCAC,South and Central America and Caribbean,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,3007,,
SCAC,South and Central America and Caribbean,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,8073,,
SCAC,South and Central America and Caribbean,0,Native-born,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,2986025,,
SCAC,South and Central America and Caribbean,0,Native-born,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,2572101,,
SCAC,South and Central America and Caribbean,0,Native-born,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,5558126,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,2991091,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,2575108,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,5566199,,
SCAC,South and Central America and Caribbean,1,Foreign-born,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,1192,,
SCAC,South and Central America and Caribbean,1,Foreign-born,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,1309,,
SCAC,South and Central America and Caribbean,1,Foreign-born,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,2501,,
SCAC,South and Central America and Caribbean,0,Native-born,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,361874,,
SCAC,South and Central America and Caribbean,0,Native-born,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,323778,,
SCAC,South and Central America and Caribbean,0,Native-born,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,685652,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,363066,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,325087,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,688153,,
SCAC,South and Central America and Caribbean,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,10881,,
SCAC,South and Central America and Caribbean,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,10057,,
SCAC,South and Central America and Caribbean,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,20938,,
SCAC,South and Central America and Caribbean,0,Native-born,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,14419772,,
SCAC,South and Central America and Caribbean,0,Native-born,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,12528992,,
SCAC,South and Central America and Caribbean,0,Native-born,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,26948764,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,14430653,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,12539049,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,26969702,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,9929,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,11411,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,21340,,
SCAC,South and Central America and Caribbean,0,Native-born,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,2520460,,
SCAC,South and Central America and Caribbean,0,Native-born,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,3071393,,
SCAC,South and Central America and Caribbean,0,Native-born,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,5591853,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,2530389,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,3082804,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,5613193,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,27068,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,25784,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,52852,,
SCAC,South and Central America and Caribbean,0,Native-born,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,20288131,,
SCAC,South and Central America and Caribbean,0,Native-born,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,18496264,,
SCAC,South and Central America and Caribbean,0,Native-born,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,38784395,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,20315199,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,18522048,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,38837247,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,5406,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,5478,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,10884,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,11,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,8,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,19,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,2,Women,MEX,Mexico,5417,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,1,Men,MEX,Mexico,5486,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,10903,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,5463,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,6751,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,12214,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,6,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,9,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,15,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,2,Women,MEX,Mexico,5469,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,1,Men,MEX,Mexico,6760,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,12229,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,34160,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,35145,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,69305,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,23,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,29,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,52,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,2,Women,MEX,Mexico,34183,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,1,Men,MEX,Mexico,35174,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,69357,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,4910,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,6562,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,11472,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,16,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,20,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,36,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,2,Women,MEX,Mexico,4926,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,1,Men,MEX,Mexico,6582,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,11508,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,49939,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,53936,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3_10,25-64 years,ALL_SEX,Men and women,MEX,Mexico,103875,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,2,Women,MEX,Mexico,56,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,3_10,25-64 years,1,Men,MEX,Mexico,66,,
