COUB,Country of birth,FBORN,Place of birth,EDU,Education level,LFS,Labour force status,FSTUDY,Field of study,COU,Country of residence,Value,Flag Codes,Flags
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,2120,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,23615,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,5,Science,DNK,Denmark,125875,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,5,Science,DNK,Denmark,3277,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,5,Science,DNK,Denmark,22875,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,5,Science,DNK,Denmark,152027,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,6,Engineering, Manufacturing And Construction,DNK,Denmark,11498,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,6,Engineering, Manufacturing And Construction,DNK,Denmark,260,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,6,Engineering, Manufacturing And Construction,DNK,Denmark,1887,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,DNK,Denmark,13645,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,7,Agriculture,DNK,Denmark,198913,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,7,Agriculture,DNK,Denmark,2594,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,7,Agriculture,DNK,Denmark,35904,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,7,Agriculture,DNK,Denmark,237411,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,8,Health And Welfare,DNK,Denmark,33095,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,8,Health And Welfare,DNK,Denmark,755,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,8,Health And Welfare,DNK,Denmark,8852,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,8,Health And Welfare,DNK,Denmark,42702,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,ALL_FSTUDY,All fields of study,DNK,Denmark,646206,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,ALL_FSTUDY,All fields of study,DNK,Denmark,15156,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,ALL_FSTUDY,All fields of study,DNK,Denmark,120740,,
EURO,Europe,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,DNK,Denmark,782102,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,1,General Programme,DNK,Denmark,250,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,1,General Programme,DNK,Denmark,12,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,1,General Programme,DNK,Denmark,75,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,General Programme,DNK,Denmark,337,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,2,Education,DNK,Denmark,555,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,2,Education,DNK,Denmark,31,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,2,Education,DNK,Denmark,207,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Education,DNK,Denmark,793,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,3,Art And Humanities,DNK,Denmark,428,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,3,Art And Humanities,DNK,Denmark,17,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,3,Art And Humanities,DNK,Denmark,123,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,3,Art And Humanities,DNK,Denmark,568,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,4,Social Sciences, Business And Law,DNK,Denmark,228,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,4,Social Sciences, Business And Law,DNK,Denmark,5,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,90,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,323,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,5,Science,DNK,Denmark,412,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,5,Science,DNK,Denmark,14,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,5,Science,DNK,Denmark,111,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,5,Science,DNK,Denmark,537,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,6,Engineering, Manufacturing And Construction,DNK,Denmark,42,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,6,Engineering, Manufacturing And Construction,DNK,Denmark,5,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,DNK,Denmark,47,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,7,Agriculture,DNK,Denmark,490,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,7,Agriculture,DNK,Denmark,12,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,7,Agriculture,DNK,Denmark,103,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,7,Agriculture,DNK,Denmark,605,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,8,Health And Welfare,DNK,Denmark,131,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,8,Health And Welfare,DNK,Denmark,8,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,8,Health And Welfare,DNK,Denmark,45,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,8,Health And Welfare,DNK,Denmark,184,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1,Employed,ALL_FSTUDY,All fields of study,DNK,Denmark,2536,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,ALL_FSTUDY,All fields of study,DNK,Denmark,99,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,ALL_FSTUDY,All fields of study,DNK,Denmark,759,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,DNK,Denmark,3394,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,1,General Programme,DNK,Denmark,250,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,1,General Programme,DNK,Denmark,12,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,1,General Programme,DNK,Denmark,75,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,General Programme,DNK,Denmark,337,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,2,Education,DNK,Denmark,555,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,2,Education,DNK,Denmark,31,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,2,Education,DNK,Denmark,207,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Education,DNK,Denmark,793,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,3,Art And Humanities,DNK,Denmark,428,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,3,Art And Humanities,DNK,Denmark,17,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,3,Art And Humanities,DNK,Denmark,123,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,3,Art And Humanities,DNK,Denmark,568,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,4,Social Sciences, Business And Law,DNK,Denmark,228,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,4,Social Sciences, Business And Law,DNK,Denmark,5,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,90,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,323,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,5,Science,DNK,Denmark,412,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,5,Science,DNK,Denmark,14,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,5,Science,DNK,Denmark,111,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,5,Science,DNK,Denmark,537,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,6,Engineering, Manufacturing And Construction,DNK,Denmark,42,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,6,Engineering, Manufacturing And Construction,DNK,Denmark,5,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,DNK,Denmark,47,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,7,Agriculture,DNK,Denmark,490,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,7,Agriculture,DNK,Denmark,12,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,7,Agriculture,DNK,Denmark,103,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,7,Agriculture,DNK,Denmark,605,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,8,Health And Welfare,DNK,Denmark,131,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,8,Health And Welfare,DNK,Denmark,8,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,8,Health And Welfare,DNK,Denmark,45,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,8,Health And Welfare,DNK,Denmark,184,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,ALL_FSTUDY,All fields of study,DNK,Denmark,2536,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,ALL_FSTUDY,All fields of study,DNK,Denmark,99,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,ALL_FSTUDY,All fields of study,DNK,Denmark,759,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,DNK,Denmark,3394,,
NOAM,North America,1,Foreign-born,4,ISCED 6,1,Employed,2,Education,DNK,Denmark,7,,
NOAM,North America,1,Foreign-born,4,ISCED 6,2,Unemployed,2,Education,DNK,Denmark,1,,
NOAM,North America,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,2,Education,DNK,Denmark,8,,
NOAM,North America,1,Foreign-born,4,ISCED 6,1,Employed,3,Art And Humanities,DNK,Denmark,11,,
NOAM,North America,1,Foreign-born,4,ISCED 6,3,Inactive,3,Art And Humanities,DNK,Denmark,1,,
NOAM,North America,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,3,Art And Humanities,DNK,Denmark,12,,
NOAM,North America,1,Foreign-born,4,ISCED 6,1,Employed,4,Social Sciences, Business And Law,DNK,Denmark,9,,
NOAM,North America,1,Foreign-born,4,ISCED 6,2,Unemployed,4,Social Sciences, Business And Law,DNK,Denmark,1,,
NOAM,North America,1,Foreign-born,4,ISCED 6,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,2,,
NOAM,North America,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,12,,
NOAM,North America,1,Foreign-born,4,ISCED 6,1,Employed,5,Science,DNK,Denmark,17,,
NOAM,North America,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,5,Science,DNK,Denmark,17,,
NOAM,North America,1,Foreign-born,4,ISCED 6,1,Employed,6,Engineering, Manufacturing And Construction,DNK,Denmark,10,,
NOAM,North America,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,DNK,Denmark,10,,
NOAM,North America,1,Foreign-born,4,ISCED 6,1,Employed,7,Agriculture,DNK,Denmark,12,,
NOAM,North America,1,Foreign-born,4,ISCED 6,3,Inactive,7,Agriculture,DNK,Denmark,1,,
NOAM,North America,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,7,Agriculture,DNK,Denmark,13,,
NOAM,North America,1,Foreign-born,4,ISCED 6,1,Employed,ALL_FSTUDY,All fields of study,DNK,Denmark,66,,
NOAM,North America,1,Foreign-born,4,ISCED 6,2,Unemployed,ALL_FSTUDY,All fields of study,DNK,Denmark,2,,
NOAM,North America,1,Foreign-born,4,ISCED 6,3,Inactive,ALL_FSTUDY,All fields of study,DNK,Denmark,4,,
NOAM,North America,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,DNK,Denmark,72,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,2,Education,DNK,Denmark,7,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,2,Education,DNK,Denmark,1,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,2,Education,DNK,Denmark,8,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,3,Art And Humanities,DNK,Denmark,11,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,3,Art And Humanities,DNK,Denmark,1,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,3,Art And Humanities,DNK,Denmark,12,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,4,Social Sciences, Business And Law,DNK,Denmark,9,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,4,Social Sciences, Business And Law,DNK,Denmark,1,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,2,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,12,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,5,Science,DNK,Denmark,17,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,5,Science,DNK,Denmark,17,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,6,Engineering, Manufacturing And Construction,DNK,Denmark,10,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,DNK,Denmark,10,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,7,Agriculture,DNK,Denmark,12,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,7,Agriculture,DNK,Denmark,1,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,7,Agriculture,DNK,Denmark,13,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,ALL_FSTUDY,All fields of study,DNK,Denmark,66,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,ALL_FSTUDY,All fields of study,DNK,Denmark,2,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,ALL_FSTUDY,All fields of study,DNK,Denmark,4,,
NOAM,North America,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,DNK,Denmark,72,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,1,General Programme,DNK,Denmark,250,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,1,General Programme,DNK,Denmark,12,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,1,General Programme,DNK,Denmark,75,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,1,General Programme,DNK,Denmark,337,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,2,Education,DNK,Denmark,548,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,2,Education,DNK,Denmark,30,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,2,Education,DNK,Denmark,207,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,2,Education,DNK,Denmark,785,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,3,Art And Humanities,DNK,Denmark,417,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,3,Art And Humanities,DNK,Denmark,17,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,3,Art And Humanities,DNK,Denmark,122,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,3,Art And Humanities,DNK,Denmark,556,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,4,Social Sciences, Business And Law,DNK,Denmark,219,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,4,Social Sciences, Business And Law,DNK,Denmark,4,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,88,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,311,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,5,Science,DNK,Denmark,395,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,5,Science,DNK,Denmark,14,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,5,Science,DNK,Denmark,111,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,5,Science,DNK,Denmark,520,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,6,Engineering, Manufacturing And Construction,DNK,Denmark,32,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,6,Engineering, Manufacturing And Construction,DNK,Denmark,5,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,DNK,Denmark,37,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,7,Agriculture,DNK,Denmark,478,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,7,Agriculture,DNK,Denmark,12,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,7,Agriculture,DNK,Denmark,102,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,7,Agriculture,DNK,Denmark,592,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,8,Health And Welfare,DNK,Denmark,131,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,8,Health And Welfare,DNK,Denmark,8,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,8,Health And Welfare,DNK,Denmark,45,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,8,Health And Welfare,DNK,Denmark,184,,
NOAM,North America,1,Foreign-born,3,ISCED 5,1,Employed,ALL_FSTUDY,All fields of study,DNK,Denmark,2470,,
NOAM,North America,1,Foreign-born,3,ISCED 5,2,Unemployed,ALL_FSTUDY,All fields of study,DNK,Denmark,97,,
NOAM,North America,1,Foreign-born,3,ISCED 5,3,Inactive,ALL_FSTUDY,All fields of study,DNK,Denmark,755,,
NOAM,North America,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,DNK,Denmark,3322,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,1,General Programme,DNK,Denmark,250,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,1,General Programme,DNK,Denmark,12,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,1,General Programme,DNK,Denmark,75,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,1,General Programme,DNK,Denmark,337,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,2,Education,DNK,Denmark,548,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,2,Education,DNK,Denmark,30,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,2,Education,DNK,Denmark,207,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,2,Education,DNK,Denmark,785,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,3,Art And Humanities,DNK,Denmark,417,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,3,Art And Humanities,DNK,Denmark,17,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,3,Art And Humanities,DNK,Denmark,122,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,3,Art And Humanities,DNK,Denmark,556,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,4,Social Sciences, Business And Law,DNK,Denmark,219,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,4,Social Sciences, Business And Law,DNK,Denmark,4,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,88,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,311,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,5,Science,DNK,Denmark,395,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,5,Science,DNK,Denmark,14,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,5,Science,DNK,Denmark,111,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,5,Science,DNK,Denmark,520,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,6,Engineering, Manufacturing And Construction,DNK,Denmark,32,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,6,Engineering, Manufacturing And Construction,DNK,Denmark,5,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,DNK,Denmark,37,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,7,Agriculture,DNK,Denmark,478,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,7,Agriculture,DNK,Denmark,12,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,7,Agriculture,DNK,Denmark,102,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,7,Agriculture,DNK,Denmark,592,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,8,Health And Welfare,DNK,Denmark,131,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,8,Health And Welfare,DNK,Denmark,8,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,8,Health And Welfare,DNK,Denmark,45,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,8,Health And Welfare,DNK,Denmark,184,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,ALL_FSTUDY,All fields of study,DNK,Denmark,2470,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,ALL_FSTUDY,All fields of study,DNK,Denmark,97,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,ALL_FSTUDY,All fields of study,DNK,Denmark,755,,
NOAM,North America,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,DNK,Denmark,3322,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,1,Employed,1,General Programme,DNK,Denmark,40,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,1,General Programme,DNK,Denmark,13,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,General Programme,DNK,Denmark,53,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,1,Employed,2,Education,DNK,Denmark,48,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,2,Education,DNK,Denmark,5,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,2,Education,DNK,Denmark,28,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Education,DNK,Denmark,81,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,1,Employed,3,Art And Humanities,DNK,Denmark,54,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,3,Art And Humanities,DNK,Denmark,9,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,3,Art And Humanities,DNK,Denmark,63,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,1,Employed,4,Social Sciences, Business And Law,DNK,Denmark,32,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,4,Social Sciences, Business And Law,DNK,Denmark,7,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,DNK,Denmark,39,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,1,Employed,5,Science,DNK,Denmark,66,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,5,Science,DNK,Denmark,9,,
